,head,relation,tail,literal,narrative,dialogue,speakers,PersonX,PersonY,PersonZ,original_index,split,head_answer,pmi_head_answer,relation_tail_answer,pmi_relation_tail_answer
153,PersonX attempts to get help,xEffect,receives counseling,Traci attempts to get help. Now Traci receives counseling.,Traci attempts to get help by seeking counseling from a mental health professional. She finds relief and healing in talking about her struggles and feels more hopeful for the future.,"[""I'm really struggling right now and I'm not sure what to do.""
 ""It sounds like you're feeling lost and hopeless. Can you tell me more about what's going on?""
 ""I just feel like I can't do anything right. No matter what I do, it feels like it's not good enough. I know my family loves me, but I feel like they'd be better off without me.""
 ""Traci, it sounds like you're experiencing a lot of self-doubt and negative self-talk. These are common symptoms of depression and anxiety. It's important to remember that your thoughts are not necessarily accurate or true. Just because you think something doesn't make it so.""
 ""But it feels so real to me. Like there's this voice in my head telling me I'm worthless and that everyone would be better off without me.""
 ""Yes, those voices can be very convincing, but we need to remember that they're just thoughts, not reality. Depression and anxiety can distort our thinking and make us believe things that aren't true. That's why it's so important to get help from a professional who can help you learn how to manage your thoughts and feelings in a more healthy way.""
 ""I guess I never really thought of it that way. It makes sense that my thoughts wouldn't be accurate if I'm feeling so down all the time.""
 ""Exactly. Just because you're thinking something doesn't make it true. That's why it's so important to get help from a professional who can help you learn how to manage your thoughts and feelings in a more healthy way.""]","['Traci' 'Counselor' 'Traci' 'Counselor' 'Traci' 'Counselor' 'Traci'
 'Counselor']",Traci,,,3298722,train,Yes,Yes,Yes,Yes
154,PersonX finds hope and self-esteem in counseling,xWant,to become a counselor,Tristen finds hope and self-esteem in counseling. Now Tristen wants to become a counselor.,Tristen finds hope and self-esteem in counseling. Now Tristen wants to become a counselor so that he can help others who may be struggling with similar issues. Tristen is passionate about helping others and feels that this is his calling in life.,"['Hey, thanks for seeing me today.' 'Of course, how are you doing?'
 ""I'm doing alright. Just been feeling a little down lately.""
 ""That's completely understandable. What's been going on that's been causing you to feel this way?""
 ""Well, I've just been feeling really alone and like nobody understands me. My family doesn't get me and my friends are all busy with their own lives. I just feel like I'm stuck in this rut and I don't know how to get out of it.""
 ""Tristen, it sounds like you're feeling really lost right now. But I want you to know that you're not alone. We're here to talk through whatever is going on and figure out a plan to help you feel better. You deserve to feel happy and supported, and we're going to do everything we can to help you get there.""
 ""Thank you. Just knowing that I'm not alone in this really helps.""
 ""Absolutely. So, let's talk about some of the things you can do to start feeling better. Have you been doing any self-care lately?""
 ""To be honest, I haven't really been taking care of myself at all. I've been skipping meals, not working out, and just vegging out in front of the TV.""
 ""That's understandable given how you're feeling, but it's important to make sure you're taking care of yourself physically and emotionally. Can we brainstorm some ideas of things you can do to take care of yourself?""
 'Yeah, that sounds good.'
 ""Great. Let's start with physical self-care. What are some things you enjoy doing that make you feel good physically?""
 'I like going for walks, lifting weights, and playing basketball.'
 'Those are all great activities! How often have you been doing them lately?'
 'Not as much as I used to...I guess maybe once or twice a week at most.'
 ""Okay, let's try to increase that to three or four times a week. As for emotional self-care, what are some things that help you relax and de-stress?""
 ""Honestly, just talking to someone who understands me really helps. That's why I'm here today actually. Just having someone to talk to makes me feel so much better already.""
 ""That's great! We'll definitely continue to talk as often as we need to, but is there anyone else in your life that you can talk to about how you're feeling? A friend or family member perhaps?""
 ""I don't really have anyone in my life right now that I feel comfortable talking to about this stuff...but maybe after our sessions together I'll feel more confident reaching out to people close to me about how I'm feeling.""]","['Tristen' 'Counselor' 'Tristen' 'Counselor' 'Tristen' 'Counselor'
 'Tristen' 'Counselor' 'Tristen' 'Counselor' 'Tristen' 'Counselor'
 'Tristen' 'Counselor' 'Tristen' 'Counselor' 'Tristen' 'Counselor'
 'Tristen']",Tristen,,,3301354,train,Yes,Yes,Unknown,No
155,PersonX goes to a crisis center,xEffect,receives counseling,Mckenzie goes to a crisis center. Now Mckenzie receives counseling.,"Mckenzie goes to a crisis center for help. They offer counseling and Mckenzie decides to try it. After a few sessions, Mckenzie feels better and is able to cope with their problem.","['Hey, thanks for seeing me.' 'Of course. How are you doing?'
 ""I've been better. Just feeling really down lately.""
 ""That's understandable. What's been going on?""
 ""Just feeling really hopeless and helpless. Like there's nothing I can do to make things better.""
 'That sounds very difficult. Can you tell me more about that?'
 ""It's just, everything feels so pointless. Why bother getting out of bed in the morning when nothing good is going to happen? And then when something bad does happen, it just feels like confirmation that life sucks and there's no point to anything. I don't know, it all just feels so overwhelming sometimes.""
 ""Yes, it sounds like you're feeling really stuck right now. But it doesn't have to be this way forever. We can work together to help you find some hope and meaning again in your life. Would you be willing to give that a try?""
 'Yeah, I think I would like that.' ""Great. Let's get started then.""]","['Mckenzie' 'Counselor' 'Mckenzie' 'Counselor' 'Mckenzie' 'Counselor'
 'Mckenzie' 'Counselor' 'Mckenzie' 'Counselor']",Mckenzie,,,3303579,train,Yes,Yes,Yes,Yes
156,PersonX enters counseling,xNeed,to have a problem,Haylea had a problem. Haylea enters counseling.,Haylea had a problem with depression and anxiety. She went to counseling to learn how to deal with her condition and improve her mental health.,"['Hey, thanks for seeing me today.' 'Of course. How are you feeling?'
 ""I'm feeling really down lately. I'm just struggling to keep up with everything and I feel like I'm falling behind.""
 ""That sounds tough. Can you tell me more about what's going on?""
 ""It's just been really hard lately. I've been having a lot of anxiety and my depression has been acting up. I don't know how to deal with it all and it's just really overwhelming.""
 ""That definitely sounds like a lot to handle. Let's see if we can work on some coping skills to help you deal with everything that's going on. Do you think that would be helpful?""]",['Haylea' 'Counselor' 'Haylea' 'Counselor' 'Haylea' 'Counselor'],Haylea,,,3330075,train,Yes,Yes,Yes,Yes
157,PersonX has terrible problems,xWant,to get help,Connor has terrible problems. Now Connor wants to get help.,"Connor is having a lot of trouble in her life and she wants to get some help. She is struggling with her mental health, her relationships, and her finances. She has decided to seek out therapy and counseling in order to help herself get back on track.","[""I'm really struggling right now. I don't know how to fix things.""
 'What specifically are you struggling with?'
 ""My mental health, my relationships, and my finances. I just feel like I'm spinning my wheels and getting nowhere.""
 'That sounds very difficult. How long have you been feeling this way?'
 ""It's been building for a while, but it feels like it's all come to a head in the past few months. I just don't know what to do anymore.""
 'Have you considered seeking therapy or counseling?'
 ""Yes, that's why I'm here. I want to try and get some help so that I can get back on track.""
 ""That's a great idea. Let's talk about your mental health first. How have you been feeling lately?""
 ""Honestly, I've been feeling really down. I'm struggling to concentrate or get motivated. I just feel like I'm stuck in this rut and I can't get out.""
 'That sounds very difficult. Have you been experiencing any other symptoms?'
 ""Yes, I've been having a lot of intrusive thoughts and my anxiety has been through the roof. I'm also not sleeping well, which is making everything worse.""
 ""That definitely sounds like something we need to work on. Let's talk about your relationships next. How have things been going with your family and friends?""
 ""Not great. My parents are really supportive, but they don't understand what I'm going through. And my friends...I don't know if they're really my friends anymore. We just don't have anything in common anymore and it feels like they're always judging me.""
 ""That sounds very lonely and isolating. Let's talk about your finances next. Are you able to keep up with your bills and expenses?""
 ""Barely. I'm constantly worrying about money and whether or not I'll be able to make ends meet each month. It's just a lot of stress that I can't seem to shake off no matter what I do.""
 'That definitely sounds like something we need to work on together']","['Connor' 'Therapist' 'Connor' 'Therapist' 'Connor' 'Therapist' 'Connor'
 'Therapist' 'Connor' 'Therapist' 'Connor' 'Therapist' 'Connor'
 'Therapist' 'Connor' 'Therapist']",Connor,,,3336551,train,Yes,Yes,Yes,Yes
158,PersonX really appreciates seeing a counselor,xWant,to be in counseling,Harlee really appreciates seeing a counselor. Now Harlee wants to be in counseling.,"Harlee had been dealing with a lot of stress from school and her personal life, so she decided to see a counselor. Harlee found that talking to someone who was unbiased and could offer helpful advice was really beneficial for her. Now, Harlee looks forward to her weekly counseling sessions as a time to reflect on her week and work through any issues she's been having.","['Hey, thanks for seeing me again.'
 ""Of course, what's been going on since we last talked?""
 ""Just the usual stress from school and my personal life. I've been feeling really overwhelmed lately.""
 ""That sounds tough. Can you tell me more about what's been going on?""
 ""Yeah, I've just been having a lot of trouble balancing everything. My classes are really demanding and I'm also dealing with some stuff at home. I feel like I'm constantly juggling everything and I'm just not sure how to keep everything together.""
 ""That definitely sounds like a lot to handle. Let's talk about some of the things you're doing to manage your stress levels. Are you still using deep breathing exercises when you start to feel overwhelmed?""
 ""Yeah, that definitely helps me calm down in the moment, but it doesn't really fix the root of the problem. I still feel like I'm just barely managing everything and it's all going to come crashing down on me eventually.""
 ""That's a valid concern. It sounds like you're feeling pretty helpless right now. Harlee, one of the things we've talked about in previous sessions is developing a support system to help you through tough times like this. Have you reached out to any friends or family members for help?""
 ""No, not yet…I guess I'm just worried that they'll think I can't handle things or that I'm being too much of a burden.""
 ""Those are valid concerns, but it's important to remember that your friends and family care about you and want to help if they can. Why don't we brainstorm some people who might be able to offer support during this difficult time?""]","['Harlee' 'Counselor' 'Harlee' 'Counselor' 'Harlee' 'Counselor' 'Harlee'
 'Counselor' 'Harlee' 'Counselor']",Harlee,,,3346160,train,Yes,Yes,Unknown,No
159,PersonX and PersonY check themselves into a rehab center,xEffect,and PersonY stay clean,Riki and Ryker check themselves into a rehab center. Now Riki and Ryker stay clean.,"Riki and Ryker check themselves into a rehab center in order to stay clean. The two work hard on their sobriety, attending meetings and counseling sessions. They eventually succeed in staying sober, and credit the rehab center for helping them turn their lives around.","['Hey, Ryker.' 'Hey, Riki. How are you doing?'
 ""I'm doing alright. Just attending a lot of meetings and counseling sessions.""
 ""Yeah, me too. I'm glad we're both here and working on our sobriety.""
 ""Yeah, it's definitely been a challenge but I'm feeling good about it.""
 ""That's great! I'm really proud of you, man.""
 ""Thanks, Ryker. I couldn't have done it without your support.""
 ""Of course! We're in this together!""]",['Riki' 'Ryker' 'Riki' 'Ryker' 'Riki' 'Ryker' 'Riki' 'Ryker'],Riki,Ryker,,3368974,train,Yes,Yes,Yes,Yes
160,PersonX agrees to seeing a counselor,xReact,relieved,Audrina agrees to seeing a counselor. Now Audrina feels relieved.,Audrina knows that she needs help and decides to seek counseling. She makes an appointment with a therapist and feels much better after talking about her problems.,"[""Hi, I'm Audrina. I'm here to see the therapist.""
 ""Hello, Audrina. Please have a seat and we'll get started. So, what brings you in today?""
 ""Well, I've been feeling really down lately and I just can't seem to snap out of it. Everything feels hopeless and I don't know who to talk to about it. I thought maybe counseling could help me sort things out.""
 ""I see. Well, Audrina, we'll do our best to help you through whatever is troubling you. Can you tell me more about what's been going on?""
 ""It's just, ever since my dad died, I've felt like I'm just going through the motions of life. I don't feel like I'm really living anymore. I know it's been a few years, but it feels like yesterday sometimes. I miss him so much.""
 ""Yes, it sounds like you're still grieving his loss. That can be very difficult to deal with. Have you been doing anything to help cope with your grief?""
 ""Yeah, I've been going to therapy for a while now and that's helped some. But lately, I just feel like I'm stuck in this dark place and I can't seem to find my way out.""
 ""It sounds like you're feeling very lost and alone right now. That's understandable given what you're going through. Grief can be a very isolating experience. Have you been reaching out to family and friends for support?""
 ""Yeah, but it's hard because they're all dealing with their own stuff too and they can't really relate to what I'm going through. Sometimes I feel like they just want me to get over it already and move on with my life.""
 ""That must be really tough for you to deal with. It sounds like you need some understanding and support that maybe your family and friends can't give right now. Maybe we can work on that in counseling?""
 ""Yeah, that would be great actually. Just knowing that somebody understands what I'm going through would mean a lot to me right now""]","['Audrina' 'Therapist' 'Audrina' 'Therapist' 'Audrina' 'Therapist'
 'Audrina' 'Therapist' 'Audrina' 'Therapist' 'Audrina']",Audrina,,,3386029,train,Yes,Yes,Yes,Yes
161,PersonX receives counseling,xEffect,becomes more empathetic,Ivon receives counseling. Now Ivon becomes more empathetic.,"Ivon receives counseling for her depression. Through therapy, she becomes more aware of the feelings and needs of others. She learns to be more compassionate and understanding, and as a result, her relationships improve.","[""I'm really struggling lately. I just can't seem to make myself happy no matter what I do.""
 ""It sounds like you're feeling pretty hopeless right now. What's been going on that's been causing you so much pain?""
 ""It's just everything. My job, my relationships, nothing feels good anymore. I used to be able to find joy in things, but now it all seems pointless.""
 ""You sound like you're in a really dark place right now. But I want you to know that there is hope and we can work together to help you find your way back to the light. Let's talk about some of the specific things that have been bothering you. What's been going on at work?""
 ""Work has just been really stressful lately. I feel like I'm never doing enough, no matter how hard I try. And my boss is always on my case about something or other. It feels like everything I do is wrong.""
 ""That sounds very difficult to deal with on a daily basis. No wonder you're feeling so down about everything if work is such a source of stress for you. Let's talk about your relationships too. How are things going with your friends and family?""
 ""Not great either, actually...I've been having some disagreements with my friends lately and it's really strained those relationships. And as for family, well...my parents are getting divorced, so that's not exactly easy to deal with either!""
 'Yeah, that definitely sounds like a lot to deal with all at once! No wonder you\'re feeling overwhelmed and depressed. But it sounds like you\'re handling all of this incredibly well considering how much stress you\'re under.""'
 ""Thank you, I appreciate that. It's just really hard sometimes, feeling like I can't make things better no matter how hard I try.""
 ""Yes, I can imagine that would be incredibly frustrating and discouraging. But remember, you're not alone in this. We're here to help you every step of the way. Just take it one day at a time and trust that things will eventually get better.""]","['Ivon' 'Counselor' 'Ivon' 'Counselor' 'Ivon' 'Counselor' 'Ivon'
 'Counselor' 'Ivon' 'Counselor']",Ivon,,,3402541,train,Yes,Yes,Yes,No
162,PersonX works for the NGO,xEffect,becomes a social worker,Ryleigh works for the NGO. Now Ryleigh becomes a social worker.,Ryleigh works as a social worker for an NGO that provides services to underprivileged communities. Ryleigh provides direct social work services such as counseling and advocacy to clients in need.,"['Hi, how are you doing today?'
 ""I'm doing alright, I guess. Just struggling to get by.""
 ""Yeah, I can understand that. It's tough out there. What can I do for you today?""
 ""Well, I was hoping you could help me with some housing options. I've been couch surfing for a few months now and it's really starting to wear on me.""
 ""Absolutely. We have a few different options for people in your situation. Let's go over them and see what might work best for you.""
 'Alright, that sounds great. Thank you so much for your help.'
 ""No problem at all. That's what I'm here for.""]",['Ryleigh' 'Client' 'Ryleigh' 'Client' 'Ryleigh' 'Client' 'Ryleigh'],Ryleigh,,,3403275,train,Yes,Yes,Yes,No
163,PersonX suggests seeking counseling,xEffect,is helped by a counselor,Knight suggests seeking counseling. Now Knight is helped by a counselor.,Knight suggested that John seek counseling. Knight had found great help from his counselor and thought that maybe John could too.,"[""Hey John, I noticed that you've been looking pretty down lately. What's going on?""
 ""Yeah, I've just been feeling really overwhelmed and stressed out lately. Everything seems like it's just piling up on me and I can't keep up.""
 ""That sounds tough. I can definitely relate to feeling like that. I actually started seeing a counselor a while back and it's helped me a lot. Maybe you could try something like that too?""
 ""I don't know, I'm not really sure if counseling is for me. Do you think it would help?""
 ""Well, it helped me a lot in dealing with my stress and anxiety. It might be worth giving it a shot. Just talking to someone who can help you understand your thoughts and feelings can be really helpful. And if nothing else, it's always good to have someone to talk to who will understand what you're going through.""
 ""Alright, I'll give it a try. Thank you for suggesting it.""
 'No problem, John. I just want to see you happy and stress-free. Let me know how it goes!']",['Knight' 'John' 'Knight' 'John' 'Knight' 'John' 'Knight'],Knight,,,3403849,train,Yes,Yes,Yes,Yes
164,PersonX saves his marriage,xReact,pleased,Emerald saves his marriage. Now Emerald feels pleased.,"Emerald saves his marriage by going to couple's counseling with his wife. He learns how to communicate better and compromise on things. As a result, his relationship with his wife improves significantly.","[""I'm sorry for the way I've been behaving. I know I've been taking you for granted and not listening to you.""
 ""It's okay, I know you're under a lot of stress with work.""
 ""Yeah, I am. But that's no excuse for the way I've been treating you. I want to make things right.""
 'We can go to counseling if you think that would help.'
 'Yeah, I think that would be a good idea.' ""Okay, let's do it.""
 'Thank you for being understanding. I love you.' 'I love you too.']",['Emerald' 'Wife' 'Emerald' 'Wife' 'Emerald' 'Wife' 'Emerald' 'Wife'],Emerald,,,3413212,train,Yes,Yes,Yes,No
165,PersonX goes back to counseling,xEffect,gets better,Kristopher goes back to counseling. Now Kristopher gets better.,"Kristopher realizes that they need to talk to somebody about what's going on, so they make an appointment with a counselor. They start going to counseling sessions once a week and talking about everything that's been going on. Slowly but surely, Kristopher starts to feel better and more like themselves again.","['Hey, how are you doing today?'
 ""I'm doing well, thank you. How about you?""
 ""I'm feeling a little better today. I've been going to counseling for a few weeks now and it's helping me to talk about everything that's been going on.""
 ""That's great to hear! It sounds like you're really starting to make some progress.""
 ""Yeah, I think so too. It's been a long road, but I feel like I'm finally starting to see the light at the end of the tunnel.""
 ""That's fantastic! What do you think has been helping you the most with your recovery?""
 ""Just talking about everything that's happened, and knowing that I'm not alone in this anymore. It's been really hard, but slowly but surely I'm starting to feel better and more like myself again. Thank you for being here for me, it means a lot.""]","['Kristopher' 'Counselor' 'Kristopher' 'Counselor' 'Kristopher'
 'Counselor' 'Kristopher']",Kristopher,,,3434760,train,Yes,Yes,Yes,Yes
166,PersonX visits a counselor,xEffect,learns to talk,Betsy visits a counselor. Now Betsy learns to talk.,"Betsy visits a counselor to learn how to communicate better. The counselor helps Betsy understand the importance of communication and how to express himself. Through the counseling sessions, Betsy learns how to open up and talk about his feelings.","['Hey, thanks for seeing me.' 'Of course. How are you doing today?'
 ""I'm feeling a little better, I guess. I'm just having some trouble communicating with people lately.""
 ""That's understandable. It can be tough to communicate when you're feeling down. Can you tell me more about what's going on?""
 ""Yeah. I just feel like no one ever really understands what I'm saying or how I'm feeling. And it's frustrating because I know what I want to say, but it never comes out the way that I want it to.""
 ""Well, let's start with why you think that is. Do you have any ideas?""
 ""Uh, well...I don't know, honestly. It just seems like every time I try to talk to someone, they either don't listen or they get mad at me for no reason. And it makes me not want to talk at all because why bother if no one cares anyway, right? But then that makes things worse because then people think there's something wrong with me and they start avoiding me and it's this big vicious cycle.""
 'Yes, communication can be very difficult sometimes especially when we\'re feeling down or frustrated. But it sounds like you have a lot of insight into your situation which is great! So let\'s work on some strategies for how you can communicate more effectively even when you\'re feeling upset or frustrated.""']","['Betsy' 'Counselor' 'Betsy' 'Counselor' 'Betsy' 'Counselor' 'Betsy'
 'Counselor']",Betsy,,,3498595,train,Yes,Yes,Yes,Yes
167,PersonX works as a personal trainer,xEffect,makes money,Argenis works as a personal trainer. Now Argenis makes money.,"Argenis charges $40 per hour for personal training services. She trains her clients in her home gym, and she also provides nutritional counseling. Argenis has been a personal trainer for five years, and she loves helping people reach their fitness goals.","['Hi, thanks for coming by! Have you ever worked with a personal trainer before?'
 'Nope, this would be my first time.'
 ""Well, I'll just need to get some basic information from you before we get started. How old are you?""
 ""I'm 32."" 'And what is your current weight?' '197 pounds.'
 'Okay. And what are your fitness goals? Are you looking to lose weight, gain muscle, or both?'
 'I would like to lose weight and tone up my body overall.'
 ""Great! I think I can definitely help you with that. Based on your current weight and fitness goals, I would recommend starting with three personal training sessions per week. Each session will last for one hour, and we'll focus on a different area of your body each day. In addition to the personal training, I also offer nutritional counseling. This is an important part of reaching your goals, as diet plays a big role in weight loss. Would you be interested in that as well?""
 'Yes, that sounds good.'
 ""Wonderful! So based on all of this, my recommended package for you would be 12 personal training sessions and 12 nutritional counseling sessions. The total cost for this would be $960. Does that sound like something you're interested in?""
 ""Yes, I'll take it!""]","['Argenis' 'Client' 'Argenis' 'Client' 'Argenis' 'Client' 'Argenis'
 'Client' 'Argenis' 'Client' 'Argenis' 'Client']",Argenis,,,3504458,train,Yes,Yes,Yes,No
168,PersonX is given counseling,xEffect,is more patient,Daniela is given counseling. Now Daniela is more patient.,"Daniela is given counseling. The counselor helps Daniela to see that he needs to be more patient. With the help of the counselor, Daniela is able to be more patient.","[""I just don't understand why things have to take so long. I mean, I know that's how life is, but it just seems like everything takes forever.""
 ""Daniela, patience is a virtue. It's something that we all have to learn in life. Just because something takes time doesn't mean it's not worth doing.""
 ""I know that, but it's just so hard when you're used to getting things done right away. Everything feels like it's moving in slow motion.""
 ""That can be frustrating, but remember that good things come to those who wait. If you're patient, eventually things will start moving at the pace you want them to.""
 ""I guess you're right. It's just hard to be patient when you feel like you're constantly waiting for things to happen.""
 'Patience is a muscle that gets stronger with use. The more you practice being patient, the easier it will become. Just keep remind yourself that good things come to those who wait and eventually your patience will pay off.']",['Daniela' 'Counselor' 'Daniela' 'Counselor' 'Daniela' 'Counselor'],Daniela,,,3544525,train,Yes,Yes,Yes,Yes
169,PersonX becomes a member of the clergy,xWant,to be a minister,Polly becomes a member of the clergy. Now Polly wants to be a minister.,"Polly becomes a member of the clergy and is ordained as a minister. He serves in a church and preaches sermons every week. Polly also performs weddings and funerals, and provides counseling to parishioners.","['Hi, Mary. How are you doing today?'
 ""Not so good, Polly. My husband just left me and I'm feeling really lost and alone.""
 ""I'm so sorry to hear that, Mary. What can I do to help you?""
 'Just being here for me is helping a lot. I appreciate your time and your willingness to listen.'
 'Of course, anything I can do to help. Do you want to talk about what happened?'
 ""He said he just wasn't happy anymore and needed some space. But I know there must be more to it than that. We've been together for 30 years and I can't imagine my life without him.""
 'It\'s natural for you to feel like this right now, Mary. You\'ve been through a major life change and it\'s going to take some time for you to adjust. The most important thing is that you don\'t try to do everything on your own. Let others help you and support you through this tough time.""']",['Polly' 'Mary' 'Polly' 'Mary' 'Polly' 'Mary' 'Polly'],Polly,,,3596942,train,Yes,Yes,Unknown,No
170,PersonX gets a reputation for fighting,xEffect,is a bully,Lexa gets a reputation for fighting. Now Lexa is a bully.,"Lexa gets a reputation for fighting. Lexa gets into fights with other kids at school, and he even beats up his little sister sometimes. His parents are fed up with his behavior and send him to counseling.","['Hey.' 'Hi, Lexa. How are you doing today?' ""I'm alright. I guess.""
 ""That's good. So, what's been going on that's been bothering you?""
 ""It's just, like, everything. School sucks, my parents are always on my case, and I can never do anything right. And now everyone at school is calling me a bully because I got into a few fights. But it wasn't my fault! They were picking on me first!""
 ""I see. So you feel like you're not being treated fairly and that people are picking on you?""
 ""Yeah! And even my little sister is scared of me now because I beat her up a couple times when she wouldn't stop crying or something. My parents are so mad at me all the time and they keep sending me to counseling and nothing ever helps!""
 ""Well, Lexa, let's try to talk about some of this stuff and see if we can figure out a way to help you feel better about things. Do you want to start with why you think your parents are mad at you all the time?""
 ""I don't know. They just are. They're always telling me I need to do better in school and stop getting into fights and stuff. But it's like, no matter what I do, they're never happy with me.""
 ""Well, maybe we can talk about some specific things that you feel like you're being criticised for and see if we can come up with a plan to help you improve in those areas. Would that be okay?""
 'Yeah, I guess so.']","['Lexa' 'Counselor' 'Lexa' 'Counselor' 'Lexa' 'Counselor' 'Lexa'
 'Counselor' 'Lexa' 'Counselor' 'Lexa']",Lexa,,,3602554,train,Yes,Yes,No,No
171,PersonX goes back to counseling,xReact,motivated,Macario goes back to counseling. Now Macario feels motivated.,Macario attends counseling sessions regularly and feels motivated to work on his issues. He discusses his progress with his counselor and feels proud of the changes he has made.,"[""I'm really proud of the progress I've made in counseling. I feel like I've really opened up and been honest about my feelings and what's going on in my life. My counselor has been a great help in providing me with guidance and support.""
 ""That's great to hear, Macario. Can you tell me more about what you feel you've accomplished in counseling?""
 ""Well, like I said, I feel like I've been more honest about my feelings and what's going on in my life. I think that's been a big help in itself. Just being able to talk openly and honestly about things has made me feel better. And my counselor has been really helpful in providing me with guidance and support.""
 ""That sounds like it's been very beneficial for you. Are there any specific areas that you feel you've made progress in?""
 ""Yeah, I think just overall my mental health has improved. I'm feeling less anxious and stressed than I used to. And I'm also sleeping better now, which is something that was really affecting me before. So overall, just feeling better mentally and physically.""
 ""That sounds excellent, Macario! It sounds like counseling is really helping you in a lot of ways. Are there any other benefits that you've noticed?""
 ""Yeah, I think counseling has also helped me be more mindful of my thoughts and actions. Like, before I would sometimes do things without thinking about the consequences or how it would affect other people. But now I'm more aware of those things and try to make sure that my actions are positive and not harmful to others. So overall just feeling more mindful and conscientious of my thoughts and actions.""]","['Macario' 'Counselor' 'Macario' 'Counselor' 'Macario' 'Counselor'
 'Macario']",Macario,,,3629200,train,Yes,Yes,Yes,Yes
172,PersonX finds hope and self-esteem in counseling,xEffect,is able to express herself,Ameir finds hope and self-esteem in counseling. Now Ameir is able to express herself.,"Ameir feels hopeless and has low self-esteem, but finds hope in counseling. She is able to express herself better after some sessions and builds up her self-esteem.","[""I just feel so hopeless. I don't know what to do with my life.""
 'Why do you feel that way, Ameir?'
 ""I just don't see any point in anything. Everything feels so pointless and I can't seem to find any meaning in anything.""
 ""That sounds very difficult. Can you tell me more about how you're feeling?""
 ""I just feel like there's nothing good in my life. I'm stuck in this dead-end job, I have no friends or family, and I just can't seem to find any joy in anything. It all feels so pointless.""
 ""It sounds like you're feeling quite lonely and down on yourself. Have you been getting out and doing things that make you happy?""
 ""No, not really. I've been too scared to try new things because I'm afraid of failing or being rejected. So, I've just been staying home a lot lately and not really doing much of anything.""
 ""That isolation can definitely make things worse when we're already feeling down on ourselves. Maybe we can work on some coping skills for when those negative feelings come up so that you don't get pulled into that dark place again? Would that be something you'd be interested in?""
 ""Yeah, I think that would help. I really don't want to feel like this anymore.""
 ""Okay, let's start with some deep breathing exercises. Close your eyes and take a few deep breaths in through your nose and out through your mouth. Slowly count to four as you inhale and then count to eight as you exhale.""]","['Ameir' 'Counselor' 'Ameir' 'Counselor' 'Ameir' 'Counselor' 'Ameir'
 'Counselor' 'Ameir' 'Counselor']",Ameir,,,3629691,train,Yes,Yes,Yes,Yes
173,PersonX gets treatment,xWant,to get better,Teddy gets treatment. Now Teddy wants to get better.,"Teddy enters treatment for his addiction. He is committed to getting better and follows the program closely. He attends group meetings and counseling sessions, and after a few months of hard work, Teddy completes treatment.","[""It feels really good to have completed treatment and to be on the other side of addiction. I'm grateful for everything that you've done for me and for helping me get my life back on track.""
 ""Congratulations, Teddy! It's great to see you doing so well. Addiction is a difficult battle, but you've fought hard and come out victorious. I'm proud of you.""
 ""Thank you, counselor. I couldn't have done it without your help.""
 ""You're welcome, but I didn't do anything that you didn't already have the power to do. You're the one who's done all the work; I just provided some guidance along the way.""
 ""That may be true, but without your help and support, I don't know if I would've been able to make it through treatment. So, thank you from the bottom of my heart.""
 ""You're very welcome, Teddy.""]",['Teddy' 'Counselor' 'Teddy' 'Counselor' 'Teddy' 'Counselor'],Teddy,,,3630855,train,Yes,Yes,Yes,Yes
174,PersonX enters counseling,xEffect,is able to express her feelings,Joycelyn enters counseling. Now Joycelyn is able to express her feelings.,"Joycelyn enters counseling with a sense of trepidation but also hope. She has been struggling to cope with her feelings and is hoping that counseling will help her to understand and express herself better. Joycelyn is relieved when the counselor proves to be understanding and supportive, and she slowly begins to open up about her feelings and experiences.","[""I guess I just don't really know where to start.""
 ""That's perfectly understandable. Why don't we start with how you're feeling right now?""
 ""I'm feeling kind of nervous and scared, but also hopeful. I've been struggling to cope with my feelings and I'm hoping counseling will help me to understand and express myself better.""
 ""It sounds like you're carrying a lot of weight on your shoulders. Can you tell me more about what's going on for you?""
 ""It's just been really tough lately. I feel like I can't talk to anyone about how I'm really feeling, so I end up bottling everything up inside until it feels like it's going to explode. And then when something does happen, like a fight with a friend or a bad grade on a test, it all comes out at once and I end up feeling overwhelmed and hopeless. But then after some time passes, I'll start to feel better again and things will seem manageable again, until the cycle starts all over again.""
 ""It sounds like you're stuck in a negative feedback loop that's leaving you feeling drained emotionally. Do you think that counseling could help you break out of that cycle?""
 ""Yes, I definitely think so. Just talking about what's going on has already helped me to feel better. And knowing that someone is here to listen without judging or trying to fix me makes me feel more hopeful that things can get better.""
 ""I'm glad to hear that you're feeling more hopeful. What are your thoughts about coming back for another session?""
 'Yes, I would like to come back.']","['Joycelyn' 'Counselor' 'Joycelyn' 'Counselor' 'Joycelyn' 'Counselor'
 'Joycelyn' 'Counselor' 'Joycelyn']",Joycelyn,,,3661811,train,Yes,Yes,Yes,Yes
